date,country,location,strike_count,target_type,target_count,effect,source_file,page,lat,lon
2015-01-01,Syria,Al Raqqah,2.0,ISIL checkpoints,5.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,36.4199459,39.0687209
2015-01-01,Syria,Al Raqqah,2.0,ISIL staging area,,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.4199459,39.0687209
2015-01-01,Syria,Dayr az Zawr,2.0,ISIL fighting position,1.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,35.3333335,40.1499999
2015-01-01,Syria,Dayr az Zawr,2.0,ISIL shipping container,,struck,2015-01-01_1 Jan Strike Release.pdf,1,35.3333335,40.1499999
2015-01-01,Syria,Kobani,13.0,ISIL buildings,12.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,36.8899756,38.3542376
2015-01-01,Syria,Kobani,13.0,ISIL fighting positions,4.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,36.8899756,38.3542376
2015-01-01,Syria,Kobani,13.0,ISIL vehicle,1.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,36.8899756,38.3542376
2015-01-01,Syria,Kobani,13.0,ISIL tactical units,2.0,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.8899756,38.3542376
2015-01-01,Syria,Kobani,13.0,ISIL units,2.0,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.8899756,38.3542376
2015-01-01,Iraq,Mosul,7.0,ISIL buildings,6.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,36.3436941,43.0997156
2015-01-01,Iraq,Mosul,7.0,ISIL fighting position,1.0,destroyed,2015-01-01_1 Jan Strike Release.pdf,1,36.3436941,43.0997156
2015-01-01,Iraq,Mosul,7.0,ISIL fighting positions,3.0,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.3436941,43.0997156
2015-01-01,Iraq,Mosul,7.0,ISIL tactical units,5.0,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.3436941,43.0997156
2015-01-01,Iraq,Mosul,7.0,ISIL buildings,2.0,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.3436941,43.0997156
2015-01-01,Iraq,Mosul,7.0,ISIL unit,1.0,struck,2015-01-01_1 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,Near Fallujah,3.0,"ISIL fighting positions, ISIL tactical units, ISIL unit",,"destroyed, struck",2015-01-01_1 Jan Strike Release.pdf,2,,
,Iraq,Near Sinjar,1.0,ISIL tactical unit,1.0,struck,2015-01-01_1 Jan Strike Release.pdf,2,,
,Iraq,Near Taji,1.0,"ISIL vehicles, ISIL mortar system, ISIL tactical unit",,"destroyed, struck",2015-01-01_1 Jan Strike Release.pdf,2,,
"January 1, 2015",Syria,Kobani,9.0,"ISIL unit, ISIL fighting position",,"destroyed four ISIL buildings, 10 ISIL fighting positions, and an ISIL tank",2015-01-02_2 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 1, 2015",Syria,Ar Raqqah,2.0,ISIL armored vehicles,20.0,destroyed,2015-01-02_2 Jan Strike Release.pdf,1,35.949678,39.0089212
"January 1, 2015",Syria,Al Hasakah,1.0,ISIL armored vehicle,1.0,destroyed,2015-01-02_2 Jan Strike Release.pdf,1,36.413182,40.5269124
"January 1, 2015",Iraq,Taji,1.0,ISIL tactical unit,,struck,2015-01-02_2 Jan Strike Release.pdf,1,33.5298923,44.2774643
"January 1, 2015",Iraq,Al Asad,1.0,ISIL tactical unit,,struck,2015-01-02_2 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 1, 2015",Iraq,Fallujah,3.0,"ISIL unit, ISIL tactical unit",,"destroyed a mortar system, an ISIL building, and a bunker complex",2015-01-02_2 Jan Strike Release.pdf,1,33.3532137,43.7875674
"January 1, 2015",Iraq,Bayji,1.0,ISIL tactical unit,,destroyed an ISIL building and an ISIL fighting position,2015-01-02_2 Jan Strike Release.pdf,1,34.9307,43.493107
"January 1, 2015",Iraq,Al Qaim,3.0,ISIL shipping container,,"destroyed an ISIL shipping container, a front end loader, and an armored vehicle",2015-01-02_2 Jan Strike Release.pdf,1,34.117942,43.919073
"January 1, 2015",Iraq,Mosul,2.0,,,,2015-01-02_2 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,Al Qaim,3.0,"ISIL shipping container, front end loader, armored vehicle",,destroyed,2015-01-02_2 Jan Strike Release.pdf,1,34.117942,43.919073
,Iraq,Mosul,2.0,ISIL tactical unit,,destroyed,2015-01-02_2 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 2, 2015",Syria,Near Koboni,7.0,ISIL fighting position,7.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Syria,Near Koboni,,ISIL tactical unit,2.0,struck,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Syria,Near Ar Raqqah,1.0,ISIL armored vehicle,2.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Syria,Near Dawr az Zawr,2.0,ISIL fighting position,5.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Al Asad,1.0,ISIL tactical unit,,struck,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Fallujah,1.0,ISIL anti-aircraft artillery emplacement,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Sinjar,2.0,ISIL tactical unit,,struck,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Sinjar,,ISIL building,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Sinjar,,ISIL armored vehicle,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Sinjar,,ISIL vehicle,2.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Al Qaim,1.0,ISIL weapons cache,,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Mosul,2.0,ISIL tactical unit,,struck,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Mosul,,ISIL backhoe,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Mosul,,ISIL armored vehicle,2.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,,
"January 2, 2015",Iraq,Near Kirkuk,1.0,ISIL tactical unit,,struck,2015-01-03_3 Jan Strike Release.pdf,1,,
,Iraq,Mosul,2.0,ISIL tactical unit,,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,Mosul,,ISIL backhoe,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,Mosul,,ISIL armored vehicles,2.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,Kirkuk,1.0,ISIL tactical unit,,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,35.4719308,44.3953896
,Iraq,Kirkuk,,ISIL fighting position,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,35.4719308,44.3953896
,Iraq,Rawah,1.0,ISIL armored vehicle,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,34.4833081,41.9236789
,Iraq,Ramadi,1.0,ISIL tactical unit,,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,33.4259859,43.2999218
,Iraq,Ramadi,,ISIL building,1.0,destroyed,2015-01-03_3 Jan Strike Release.pdf,1,33.4259859,43.2999218
"January 3, 2015",Syria,Kobani,6.0,"ISIL tactical unit, ISIL fighting position",,destroyed,2015-01-04_4 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 3, 2015",Syria,Kobani,6.0,"ISIL vehicles, ISIL buildings, ISIL fighting positions, ISIL staging areas",,destroyed,2015-01-04_4 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 3, 2015",Iraq,Mosul,1.0,ISIL tactical unit,,struck,2015-01-04_4 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 4, 2015",Syria,Near Kobani,8.0,ISIL units and fighting position,2.0,destroyed,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Syria,Near Kobani,,ISIL fighting positions,11.0,destroyed,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Syria,Near Dawr az Zawr,6.0,ISIL crude oil collection points and pipeline,6.0,destroyed,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Syria,Near Dawr az Zawr,,ISIL armored vehicles and shipping container,3.0,destroyed,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Iraq,Near Mosul,1.0,large ISIL unit,,struck,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Iraq,Near Al Qaim,2.0,ISIL excavators,2.0,destroyed,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Iraq,Near Ramadi,1.0,large ISIL unit,,struck,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Iraq,Near Al Asad,2.0,ISIL tactical units,2.0,struck,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 4, 2015",Iraq,Near Al Asad,,ISIL vehicles,3.0,destroyed,2015-01-05_5 Jan Strike Release.pdf,1,,
"January 5, 2015",Syria,Near Kobani,8.0,"ISIL fighting positions, ISIL building",14.0,"destroyed, damaged",2015-01-06_6 Jan Strike Release.pdf,1,,
"January 5, 2015",Syria,Near Dawr az Zawr,1.0,ISIL bunker,1.0,destroyed,2015-01-06_6 Jan Strike Release.pdf,1,,
"January 5, 2015",Syria,Near Ar Raqqah,1.0,ISIL tanks,2.0,destroyed,2015-01-06_6 Jan Strike Release.pdf,1,,
"January 5, 2015",Iraq,Near Al Qaim,1.0,ISIL bunker,1.0,destroyed,2015-01-06_6 Jan Strike Release.pdf,1,,
"January 5, 2015",Iraq,Near Al Asad,1.0,"ISIL tactical unit, ISIL armored vehicle, ISIL vehicle",3.0,"destroyed, damaged",2015-01-06_6 Jan Strike Release.pdf,1,,
"January 6, 2015",Syria,Kobani,10.0,"ISIL tactical unit, ISIL fighting positions, ISIL heavy weapons position",,"destroyed an ISIL artillery system, an ISIL building, and 13 ISIL fighting positions",2015-01-07_7 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 6, 2015",Syria,Hasakah,1.0,ISIL crude oil collection point,,struck,2015-01-07_7 Jan Strike Release.pdf,1,36.413182,40.5269124
"January 6, 2015",Iraq,Al Qaim,1.0,ISIL armored vehicles,5.0,destroyed,2015-01-07_7 Jan Strike Release.pdf,1,34.117942,43.919073
"January 6, 2015",Iraq,Al Asad,1.0,ISIL tactical unit,,destroyed an ISIL VBIED,2015-01-07_7 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 6, 2015",Iraq,Ramadi,3.0,"ISIL tactical units, large ISIL unit",,destroyed an ISIL vehicle,2015-01-07_7 Jan Strike Release.pdf,1,33.4259859,43.2999218
"January 6, 2015",Iraq,Mosul,1.0,ISIL tactical unit,,destroyed an ISIL fighting position and an ISIL sniper position,2015-01-07_7 Jan Strike Release.pdf,1,36.3436941,43.0997156
,,,,ISIL fighting position,,destroyed,2015-01-07_7 Jan Strike Release.pdf,1,,
,,,,ISIL sniper position,,destroyed,2015-01-07_7 Jan Strike Release.pdf,1,,
"January 7, 2015",Syria,Kobani,5.0,ISIL fighting positions and staging area,2.0,destroyed,2015-01-08_8 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 7, 2015",Syria,Al Hasakah,1.0,ISIL crude oil pumps and well heads,9.0,struck,2015-01-08_8 Jan Strike Release.pdf,1,36.413182,40.5269124
"January 7, 2015",Iraq,Al Rutbah,1.0,ISIL vehicle,1.0,destroyed,2015-01-08_8 Jan Strike Release.pdf,1,33.0367407,40.2876459
"January 7, 2015",Iraq,Tal Afar,2.0,ISIL tactical units,2.0,destroyed,2015-01-08_8 Jan Strike Release.pdf,1,36.3740434,42.4434793
"January 7, 2015",Iraq,Kirkuk,1.0,ISIL tactical unit,1.0,destroyed,2015-01-08_8 Jan Strike Release.pdf,1,35.4719308,44.3953896
"January 7, 2015",Iraq,Fallujah,1.0,ISIL tactical unit,1.0,struck,2015-01-08_8 Jan Strike Release.pdf,1,33.3532137,43.7875674
"January 7, 2015",Iraq,Al Asad,1.0,large ISIL unit,1.0,struck,2015-01-08_8 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 7, 2015",Iraq,Sinjar,1.0,ISIL tactical unit,1.0,struck,2015-01-08_8 Jan Strike Release.pdf,1,36.3192729,41.8598585
,,,,ISIL tactical unit,,struck,2015-01-08_8 Jan Strike Release.pdf,1,,
"January 8, 2015",Syria,Kobani,5.0,"ISIL fighting position, ISIL tactical units",3.0,destroyed,2015-01-09_9 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 8, 2015",Iraq,Al Qaim,1.0,ISIL bunker,1.0,destroyed,2015-01-09_9 Jan Strike Release.pdf,1,34.117942,43.919073
"January 8, 2015",Iraq,Al Asad,2.0,"ISIL tactical unit, ISIL unit",2.0,destroyed,2015-01-09_9 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 8, 2015",Iraq,Sinjar,2.0,ISIL tactical unit,1.0,destroyed,2015-01-09_9 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 8, 2015",Iraq,Mosul,1.0,"ISIL building, ISIL tactical unit",2.0,struck,2015-01-09_9 Jan Strike Release.pdf,1,36.3436941,43.0997156
2015-01-09,Syria,Kobani,11.0,ISIL unit,3.0,destroyed,2015-01-10_10 Jan Strike Release.pdf,1,36.8899756,38.3542376
2015-01-09,Syria,Al Hasakah,1.0,ISIL guard facilities,2.0,destroyed,2015-01-10_10 Jan Strike Release.pdf,1,36.413182,40.5269124
2015-01-09,Iraq,Erbil,1.0,ISIL controlled bridge,1.0,struck,2015-01-10_10 Jan Strike Release.pdf,1,36.1911744,44.0094145
2015-01-09,Iraq,Ramadi,1.0,ISIL armored vehicle and semi-truck,2.0,destroyed,2015-01-10_10 Jan Strike Release.pdf,1,33.4259859,43.2999218
2015-01-09,Iraq,Mosul,1.0,ISIL tactical unit,1.0,destroyed,2015-01-10_10 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 10, 2015",Syria,Kobani,9.0,ISIL fighting positions,15.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 10, 2015",Syria,Abu Kamal,1.0,ISIL tactical unit,,struck,2015-01-11_11 Jan Strike Release.pdf,1,34.4505521,40.9170636
"January 10, 2015",Iraq,Erbil,1.0,large ISIL unit,,struck,2015-01-11_11 Jan Strike Release.pdf,1,36.1911744,44.0094145
"January 10, 2015",Iraq,Al Asad,1.0,large ISIL unit,,struck,2015-01-11_11 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 10, 2015",Iraq,Al Asad,1.0,ISIL buildings,2.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 10, 2015",Iraq,Sinjar,3.0,ISIL tactical units,,struck,2015-01-11_11 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 10, 2015",Iraq,Sinjar,3.0,ISIL building,1.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 10, 2015",Iraq,Sinjar,3.0,ISIL sniper firing position,1.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 10, 2015",Iraq,Mosul,4.0,ISIL armored vehicle,1.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 10, 2015",Iraq,Mosul,4.0,ISIL tactical unit,,struck,2015-01-11_11 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 10, 2015",Iraq,Mosul,4.0,large ISIL unit,,struck,2015-01-11_11 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 10, 2015",Iraq,Mosul,4.0,ISIL vehicles,5.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 10, 2015",Iraq,Mosul,4.0,ISIL boats,21.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,,,ISIL vehicle,5.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,,
,Iraq,,,ISIL boat,21.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,,
,Syria,,,ISIL vehicle,1.0,destroyed,2015-01-11_11 Jan Strike Release.pdf,1,,
"January 11, 2015",Syria,Kobani,9.0,ISIL units,3.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 11, 2015",Syria,Kobani,,ISIL fighting positions,10.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 11, 2015",Syria,Kobani,,ISIL buildings,5.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 11, 2015",Syria,Kobani,,ISIL staging positions,2.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 11, 2015",Syria,Abu Kamal,1.0,ISIL excavator,1.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,34.4505521,40.9170636
"January 11, 2015",Syria,Dawr az Zawr,1.0,ISIL oil refinery,1.0,struck,2015-01-12_12 Jan Strike Release.pdf,1,,
"January 11, 2015",Iraq,Bayji,4.0,ISIL tactical units,4.0,struck,2015-01-12_12 Jan Strike Release.pdf,1,34.9307,43.493107
"January 11, 2015",Iraq,Bayji,,ISIL fighting positions,2.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,34.9307,43.493107
"January 11, 2015",Iraq,Taji,1.0,ISIL tactical unit,1.0,struck,2015-01-12_12 Jan Strike Release.pdf,1,33.5298923,44.2774643
"January 11, 2015",Iraq,Al Qaim,2.0,ISIL armored vehicles,2.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,34.117942,43.919073
"January 11, 2015",Iraq,Al Qaim,,ISIL fighting positions,10.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,34.117942,43.919073
"January 11, 2015",Iraq,Ramadi,1.0,ISIL tactical unit,1.0,struck,2015-01-12_12 Jan Strike Release.pdf,1,33.4259859,43.2999218
"January 11, 2015",Iraq,Ramadi,,ISIL vehicle,1.0,struck,2015-01-12_12 Jan Strike Release.pdf,1,33.4259859,43.2999218
"January 11, 2015",Iraq,Tal Afar,1.0,ISIL artillery system,1.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.3740434,42.4434793
"January 11, 2015",Iraq,Tal Afar,,ISIL checkpoint,1.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.3740434,42.4434793
"January 11, 2015",Iraq,Al Asad,1.0,ISIL rocket launcher,1.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 11, 2015",Iraq,Al Asad,,ISIL vehicle,1.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,33.7984496,42.4372455
,Iraq,Tal Afar,1.0,"ISIL artillery system, ISIL checkpoint",2.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.3740434,42.4434793
,Iraq,Al Asad,1.0,"ISIL rocket launcher, ISIL vehicle",2.0,destroyed,2015-01-12_12 Jan Strike Release.pdf,1,33.7984496,42.4372455
,Iraq,Sinjar,1.0,ISIL unit,1.0,struck and destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.3192729,41.8598585
,Iraq,Mosul,5.0,"ISIL tactical unit, ISIL units",3.0,struck and destroyed,2015-01-12_12 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 12, 2015",Syria,Kobani,3.0,ISIL fighting positions,5.0,destroyed,2015-01-13_13 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 12, 2015",Syria,Dawr az Zawr,1.0,ISIL tank,1.0,destroyed,2015-01-13_13 Jan Strike Release.pdf,1,,
"January 12, 2015",Iraq,Tal Afar,1.0,"ISIL tactical unit, ISIL building",,destroyed,2015-01-13_13 Jan Strike Release.pdf,1,36.3740434,42.4434793
"January 12, 2015",Iraq,Sinjar,1.0,ISIL tactical unit,1.0,destroyed,2015-01-13_13 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 12, 2015",Iraq,Mosul,3.0,"ISIL tactical unit, ISIL bunkers, ISIL heavy machine gun, ISIL mortar positions, ISIL armored vehicle, ISIL excavator",9.0,destroyed,2015-01-13_13 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 12, 2015",Iraq,Baghdad,2.0,"ISIL tactical unit, ISIL fighting position, ISIL heavy machine guns",4.0,"destroyed, struck",2015-01-13_13 Jan Strike Release.pdf,1,33.3061701,44.3872213
"January 13, 2015",Syria,Kobani,6.0,ISIL fighting position,8.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 13, 2015",Iraq,Bayji,1.0,ISIL artillery system,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,34.9307,43.493107
"January 13, 2015",Iraq,Taji,1.0,ISIL tactical unit,,struck,2015-01-14_14 Jan Strike Release.pdf,1,33.5298923,44.2774643
"January 13, 2015",Iraq,Ar Rutbah,2.0,ISIL checkpoint,1.0,struck,2015-01-14_14 Jan Strike Release.pdf,1,33.0367407,40.2876459
"January 13, 2015",Iraq,Ar Rutbah,2.0,ISIL tactical unit,1.0,struck,2015-01-14_14 Jan Strike Release.pdf,1,33.0367407,40.2876459
"January 13, 2015",Iraq,Ar Rutbah,2.0,ISIL vehicle,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,33.0367407,40.2876459
"January 13, 2015",Iraq,Baqubah,1.0,ISIL tactical unit,,struck,2015-01-14_14 Jan Strike Release.pdf,1,33.7447393,44.6328472
"January 13, 2015",Iraq,Baqubah,1.0,ISIL building,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,33.7447393,44.6328472
"January 13, 2015",Iraq,Baqubah,1.0,ISIL vehicle,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,33.7447393,44.6328472
"January 13, 2015",Iraq,Baqubah,1.0,ISIL recoilless rifle system,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,33.7447393,44.6328472
"January 13, 2015",Iraq,Al Asad,1.0,ISIL VBIED,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 13, 2015",Iraq,Sinjar,1.0,ISIL tactical unit,,struck,2015-01-14_14 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 13, 2015",Iraq,Sinjar,1.0,ISIL excavator,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,36.3192729,41.8598585
"January 13, 2015",Iraq,Mosul,4.0,ISIL tactical unit,3.0,struck,2015-01-14_14 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 13, 2015",Iraq,Mosul,4.0,ISIL excavators,2.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 13, 2015",Iraq,Mosul,4.0,ISIL bunker,1.0,,2015-01-14_14 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 13, 2015",Iraq,Mosul,4.0,ISIL armored vehicle,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 13, 2015",Iraq,Mosul,4.0,ISIL vehicle,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,36.3436941,43.0997156
,Iraq,Near Mosul,4.0,ISIL tactical units,3.0,struck,2015-01-14_14 Jan Strike Release.pdf,1,,
,Iraq,Near Mosul,,ISIL excavators,2.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,,
,Iraq,Near Mosul,,ISIL bunker,1.0,struck,2015-01-14_14 Jan Strike Release.pdf,1,,
,Iraq,Near Mosul,,ISIL armored vehicle,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,,
,Iraq,Near Mosul,,ISIL vehicle,1.0,destroyed,2015-01-14_14 Jan Strike Release.pdf,1,,
,Iraq,Near Baghdad,1.0,ISIL tactical unit,1.0,struck,2015-01-14_14 Jan Strike Release.pdf,1,,
"January 14, 2015",Syria,Kobani,5.0,"ISIL tactical unit, ISIL building",,destroyed four ISIL fighting positions,2015-01-15_15 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 14, 2015",Syria,Ar Raqqah,3.0,"ISIL weapon storage facility, ISIL tactical unit",,destroyed five ISIL buildings and an ISIL vehicle,2015-01-15_15 Jan Strike Release.pdf,1,35.949678,39.0089212
"January 14, 2015",Syria,Al Hasakah,3.0,"ISIL checkpoint, ISIL fighting position, ISIL vehicles",,"destroyed an ISIL checkpoint, an ISIL fighting position, and three ISIL vehicles",2015-01-15_15 Jan Strike Release.pdf,1,36.413182,40.5269124
"January 14, 2015",Iraq,Bayji,2.0,ISIL tactical units,,,2015-01-15_15 Jan Strike Release.pdf,1,34.9307,43.493107
"January 14, 2015",Iraq,Al Qaim,1.0,ISIL shipping container,,destroyed an ISIL shipping container,2015-01-15_15 Jan Strike Release.pdf,1,34.117942,43.919073
"January 14, 2015",Iraq,Tal Afar,1.0,ISIL tactical unit,,destroyed two ISIL buildings and an ISIL fighting position,2015-01-15_15 Jan Strike Release.pdf,1,36.3740434,42.4434793
"January 14, 2015",Iraq,Taji,1.0,ISIL tactical unit,,,2015-01-15_15 Jan Strike Release.pdf,1,33.5298923,44.2774643
"January 14, 2015",Iraq,Ar Rutbah,1.0,ISIL tactical unit,,destroyed an ISIL vehicle,2015-01-15_15 Jan Strike Release.pdf,1,33.0367407,40.2876459
,Iraq,Taji,1.0,ISIL tactical unit,,struck,2015-01-15_15 Jan Strike Release.pdf,1,33.5298923,44.2774643
,Iraq,Ar Rutbah,1.0,"ISIL tactical unit, ISIL vehicle",,"struck, destroyed",2015-01-15_15 Jan Strike Release.pdf,1,33.0367407,40.2876459
,Iraq,Al Asad,2.0,"ISIL tactical unit, ISIL building, ISIL boats",9.0,"struck, destroyed",2015-01-15_15 Jan Strike Release.pdf,1,33.7984496,42.4372455
,Iraq,Mosul,3.0,"ISIL building, ISIL tactical unit, ISIL armored vehicle, ISIL mortar system, ISIL fighting position",,"struck, destroyed",2015-01-15_15 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 15, 2015",Syria,Kobani,6.0,ISIL staging positions and fighting positions,11.0,destroyed,2015-01-16_16 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 15, 2015",Iraq,Ramadi,1.0,ISIL barge and boats,5.0,destroyed,2015-01-16_16 Jan Strike Release.pdf,1,33.4259859,43.2999218
"January 15, 2015",Iraq,Al Qaim,1.0,ISIL building,1.0,struck,2015-01-16_16 Jan Strike Release.pdf,1,34.117942,43.919073
"January 15, 2015",Iraq,Al Asad,1.0,ISIL mortar firing positions,2.0,struck,2015-01-16_16 Jan Strike Release.pdf,1,33.7984496,42.4372455
"January 15, 2015",Iraq,Mosul,2.0,ISIL mortar firing position and fighting position,2.0,destroyed,2015-01-16_16 Jan Strike Release.pdf,1,36.3436941,43.0997156
"January 16, 2015",Syria,Kobani,11.0,"ISIL tactical unit, ISIL fighting positions, ISIL tank",,destroyed an ISIL tank and eight ISIL fighting positions,2015-01-17_17 Jan Strike Release.pdf,1,36.8899756,38.3542376
"January 16, 2015",Syria,Abu Kamal,1.0,"ISIL vehicle, ISIL checkpoint",,destroyed an ISIL checkpoint,2015-01-17_17 Jan Strike Release.pdf,1,34.4505521,40.9170636
"January 16, 2015",Syria,Dawr az Zawr,1.0,ISIL tactical unit,,struck,2015-01-17_17 Jan Strike Release.pdf,1,,
